year,month,gender,age,value
2021,2,male,60-69,7511
2021,2,male,70-79,7485
2021,2,male,over_80,4209
2021,2,male,under_19,10403
2021,3,female,20-29,5814
2021,3,female,30-39,6610
2021,3,female,40-49,8735
2021,3,female,50-59,8197
2021,3,female,60-69,7782
2021,3,female,70-79,8768
2021,3,female,over_80,7466
2021,3,female,under_19,9881
2021,3,male,20-29,6054
2021,3,male,30-39,6857
2021,3,male,40-49,9029
2021,3,male,50-59,8306
2021,3,male,60-69,7489
2021,3,male,70-79,7493
2021,3,male,over_80,4231
2021,3,male,under_19,10386
2021,4,female,20-29,5813
2021,4,female,30-39,6599
2021,4,female,40-49,8715
2021,4,female,50-59,8208
2021,4,female,60-69,7762
2021,4,female,70-79,8769
2021,4,female,over_80,7496
2021,4,female,under_19,9869
2021,4,male,20-29,6053
2021,4,male,30-39,6845
2021,4,male,40-49,9008
2021,4,male,50-59,8318
2021,4,male,60-69,7470
2021,4,male,70-79,7498
2021,4,male,over_80,4253
2021,4,male,under_19,10374
2021,5,female,20-29,5810
2021,5,female,30-39,6586
2021,5,female,40-49,8694
2021,5,female,50-59,8220
2021,5,female,60-69,7751
2021,5,female,70-79,8776
2021,5,female,over_80,7511
2021,5,female,under_19,9856
2021,5,male,20-29,6050
2021,5,male,30-39,6832
2021,5,male,40-49,8988
2021,5,male,50-59,8332
2021,5,male,60-69,7462
2021,5,male,70-79,7507
2021,5,male,over_80,4265
2021,5,male,under_19,10361
2021,6,female,20-29,5809
2021,6,female,30-39,6573
2021,6,female,40-49,8677
2021,6,female,50-59,8238
2021,6,female,60-69,7739
2021,6,female,70-79,8781
2021,6,female,over_80,7520
2021,6,female,under_19,9841
2021,6,male,20-29,6050
2021,6,male,30-39,6819
2021,6,male,40-49,8970
2021,6,male,50-59,8352
2021,6,male,60-69,7453
2021,6,male,70-79,7512
2021,6,male,over_80,4270
2021,6,male,under_19,10345
2021,7,female,20-29,5809
2021,7,female,30-39,6562
2021,7,female,40-49,8662
2021,7,female,50-59,8260
2021,7,female,60-69,7729
2021,7,female,70-79,8783
2021,7,female,over_80,7531
2021,7,female,under_19,9833
2021,7,male,20-29,6048
2021,7,male,30-39,6808
2021,7,male,40-49,8954
2021,7,male,50-59,8376
2021,7,male,60-69,7441
2021,7,male,70-79,7515
2021,7,male,over_80,4281
2021,7,male,under_19,10335
2021,8,female,20-29,5806
2021,8,female,30-39,6549
2021,8,female,40-49,8645
2021,8,female,50-59,8284
2021,8,female,60-69,7713
2021,8,female,70-79,8787
2021,8,female,over_80,7550
2021,8,female,under_19,9819
2021,8,male,20-29,6047
2021,8,male,30-39,6796
2021,8,male,40-49,8934
2021,8,male,50-59,8400
2021,8,male,60-69,7429
2021,8,male,70-79,7520
2021,8,male,over_80,4296
2021,8,male,under_19,10319
2021,9,female,20-29,5801
2021,9,female,30-39,6537
2021,9,female,40-49,8622
2021,9,female,50-59,8304
2021,9,female,60-69,7700
2021,9,female,70-79,8786
2021,9,female,over_80,7572
2021,9,female,under_19,9799
2021,9,male,20-29,6043
2021,9,male,30-39,6782
2021,9,male,40-49,8915
2021,9,male,50-59,8422
2021,9,male,60-69,7417
2021,9,male,70-79,7520
2021,9,male,over_80,4313
2021,9,male,under_19,10300
2021,10,female,20-29,5798
2021,10,female,30-39,6522
2021,10,female,40-49,8604
2021,10,female,50-59,8323
2021,10,female,60-69,7689
2021,10,female,70-79,8782
2021,10,female,over_80,7593
2021,10,female,under_19,9784
2021,10,male,20-29,6042
2021,10,male,30-39,6767
2021,10,male,40-49,8895
2021,10,male,50-59,8443
2021,10,male,60-69,7410
2021,10,male,70-79,7517
2021,10,male,over_80,4327
2021,10,male,under_19,10284
2021,11,female,20-29,5796
2021,11,female,30-39,6511
2021,11,female,40-49,8586
2021,11,female,50-59,8344
2021,11,female,60-69,7676
2021,11,female,70-79,8775
2021,11,female,over_80,7615
2021,11,female,under_19,9766
2021,11,male,20-29,6040
2021,11,male,30-39,6755
2021,11,male,40-49,8876
2021,11,male,50-59,8464
2021,11,male,60-69,7397
2021,11,male,70-79,7513
2021,11,male,over_80,4345
2021,11,male,under_19,10266
2021,12,female,20-29,5794
2021,12,female,30-39,6502
2021,12,female,40-49,8567
2021,12,female,50-59,8360
2021,12,female,60-69,7660
2021,12,female,70-79,8768
2021,12,female,over_80,7636
2021,12,female,under_19,9754
2021,12,male,20-29,6040
2021,12,male,30-39,6745
2021,12,male,40-49,8856
2021,12,male,50-59,8482
2021,12,male,60-69,7382
2021,12,male,70-79,7509
2021,12,male,over_80,4364
2021,12,male,under_19,10252
2022,1,female,20-29,5794
2022,1,female,30-39,6494
2022,1,female,40-49,8550
2022,1,female,50-59,8379
2022,1,female,60-69,7649
2022,1,female,70-79,8770
2022,1,female,over_80,7644
2022,1,female,under_19,9744
2022,1,male,20-29,6040
2022,1,male,30-39,6740
2022,1,male,40-49,8839
2022,1,male,50-59,8504
2022,1,male,60-69,7373
2022,1,male,70-79,7509
2022,1,male,over_80,4371
2022,1,male,under_19,10243
2022,2,female,20-29,5790
2022,2,female,30-39,6479
2022,2,female,40-49,8523
2022,2,female,50-59,8383
2022,2,female,60-69,7624
2022,2,female,70-79,8758
2022,2,female,over_80,7691
2022,2,female,under_19,9724
2022,2,male,20-29,6035
2022,2,male,30-39,6724
2022,2,male,40-49,8811
2022,2,male,50-59,8507
2022,2,male,60-69,7351
2022,2,male,70-79,7506
2022,2,male,over_80,4405
2022,2,male,under_19,10222
2022,3,female,20-29,5786
2022,3,female,30-39,6467
2022,3,female,40-49,8499
2022,3,female,50-59,8392
2022,3,female,60-69,7605
2022,3,female,70-79,8758
2022,3,female,over_80,7713
2022,3,female,under_19,9708
2022,3,male,20-29,6033
2022,3,male,30-39,6714
2022,3,male,40-49,8784
2022,3,male,50-59,8517
2022,3,male,60-69,7335
2022,3,male,70-79,7507
2022,3,male,over_80,4421
2022,3,male,under_19,10205
2022,4,female,20-29,5784
2022,4,female,30-39,6459
2022,4,female,40-49,8477
2022,4,female,50-59,8405
2022,4,female,60-69,7590
2022,4,female,70-79,8754
2022,4,female,over_80,7737
2022,4,female,under_19,9697
2022,4,male,20-29,6032
2022,4,male,30-39,6703
2022,4,male,40-49,8762
2022,4,male,50-59,8531
2022,4,male,60-69,7323
2022,4,male,70-79,7505
2022,4,male,over_80,4437
2022,4,male,under_19,10192
2022,5,female,20-29,5781
2022,5,female,30-39,6449
2022,5,female,40-49,8453
2022,5,female,50-59,8417
2022,5,female,60-69,7580
2022,5,female,70-79,8758
2022,5,female,over_80,7752
2022,5,female,under_19,9680
2022,5,male,20-29,6030
2022,5,male,30-39,6694
2022,5,male,40-49,8737
2022,5,male,50-59,8547
2022,5,male,60-69,7315
2022,5,male,70-79,7511
2022,5,male,over_80,4449
2022,5,male,under_19,10174
2022,6,female,20-29,5780
2022,6,female,30-39,6437
2022,6,female,40-49,8434
2022,6,female,50-59,8437
2022,6,female,60-69,7572
2022,6,female,70-79,8762
2022,6,female,over_80,7758
2022,6,female,under_19,9663
2022,6,male,20-29,6030
2022,6,male,30-39,6682
2022,6,male,40-49,8715
2022,6,male,50-59,8569
2022,6,male,60-69,7307
2022,6,male,70-79,7514
2022,6,male,over_80,4455
2022,6,male,under_19,10157
2022,7,female,20-29,5780
2022,7,female,30-39,6427
2022,7,female,40-49,8422
2022,7,female,50-59,8464
2022,7,female,60-69,7562
2022,7,female,70-79,8764
2022,7,female,over_80,7767
2022,7,female,under_19,9660
2022,7,male,20-29,6028
2022,7,male,30-39,6670
2022,7,male,40-49,8698
2022,7,male,50-59,8594
2022,7,male,60-69,7299
2022,7,male,70-79,7516
2022,7,male,over_80,4463
2022,7,male,under_19,10152
2022,8,female,20-29,5778
2022,8,female,30-39,6415
2022,8,female,40-49,8405
2022,8,female,50-59,8488
2022,8,female,60-69,7552
2022,8,female,70-79,8765
2022,8,female,over_80,7782
2022,8,female,under_19,9648
2022,8,male,20-29,6027
2022,8,male,30-39,6657
2022,8,male,40-49,8679
2022,8,male,50-59,8620
2022,8,male,60-69,7292
2022,8,male,70-79,7518
2022,8,male,over_80,4474
2022,8,male,under_19,10139
2022,9,female,20-29,5769
2022,9,female,30-39,6395
2022,9,female,40-49,8374
2022,9,female,50-59,8507
2022,9,female,60-69,7542
2022,9,female,70-79,8763
2022,9,female,over_80,7792
2022,9,female,under_19,9615
2022,9,male,20-29,6020
2022,9,male,30-39,6640
2022,9,male,40-49,8656
2022,9,male,50-59,8644
2022,9,male,60-69,7284
2022,9,male,70-79,7517
2022,9,male,over_80,4480
2022,9,male,under_19,10107
2022,10,female,20-29,5760
2022,10,female,30-39,6381
2022,10,female,40-49,8354
2022,10,female,50-59,8527
2022,10,female,60-69,7533
2022,10,female,70-79,8761
2022,10,female,over_80,7804
2022,10,female,under_19,9597
2022,10,male,20-29,6015
2022,10,male,30-39,6627
2022,10,male,40-49,8635
2022,10,male,50-59,8665
2022,10,male,60-69,7278
2022,10,male,70-79,7517
2022,10,male,over_80,4488
2022,10,male,under_19,10088
2022,11,female,20-29,5757
2022,11,female,30-39,6368
2022,11,female,40-49,8333
2022,11,female,50-59,8547
2022,11,female,60-69,7524
2022,11,female,70-79,8760
2022,11,female,over_80,7815
2022,11,female,under_19,9583
2022,11,male,20-29,6013
2022,11,male,30-39,6616
2022,11,male,40-49,8613
2022,11,male,50-59,8685
2022,11,male,60-69,7270
2022,11,male,70-79,7516
2022,11,male,over_80,4498
2022,11,male,under_19,10074
2022,12,female,20-29,5754
2022,12,female,30-39,6357
2022,12,female,40-49,8313
2022,12,female,50-59,8563
2022,12,female,60-69,7515
2022,12,female,70-79,8756
2022,12,female,over_80,7823
2022,12,female,under_19,9570
2022,12,male,20-29,6011
2022,12,male,30-39,6606
2022,12,male,40-49,8594
2022,12,male,50-59,8704
2022,12,male,60-69,7261
2022,12,male,70-79,7511
2022,12,male,over_80,4504
2022,12,male,under_19,10060
2023,1,female,20-29,5762
2023,1,female,30-39,6352
2023,1,female,40-49,8301
2023,1,female,50-59,8588
2023,1,female,60-69,7510
2023,1,female,70-79,8755
2023,1,female,over_80,7813
2023,1,female,under_19,9568
2023,1,male,20-29,6016
2023,1,male,30-39,6601
2023,1,male,40-49,8579
2023,1,male,50-59,8730
2023,1,male,60-69,7258
2023,1,male,70-79,7509
2023,1,male,over_80,4498
2023,1,male,under_19,10055
2023,2,female,20-29,5755
2023,2,female,30-39,6334
2023,2,female,40-49,8266
2023,2,female,50-59,8588
2023,2,female,60-69,7491
2023,2,female,70-79,8747
2023,2,female,over_80,7838
2023,2,female,under_19,9540
2023,2,male,20-29,6009
2023,2,male,30-39,6582
2023,2,male,40-49,8546
2023,2,male,50-59,8733
2023,2,male,60-69,7243
2023,2,male,70-79,7505
2023,2,male,over_80,4516
2023,2,male,under_19,10026
2023,3,female,20-29,5751
2023,3,female,30-39,6322
2023,3,female,40-49,8240
2023,3,female,50-59,8596
2023,3,female,60-69,7482
2023,3,female,70-79,8742
2023,3,female,over_80,7858
2023,3,female,under_19,9525
2023,3,male,20-29,6007
2023,3,male,30-39,6570
2023,3,male,40-49,8520
2023,3,male,50-59,8740
2023,3,male,60-69,7234
2023,3,male,70-79,7502
2023,3,male,over_80,4531
2023,3,male,under_19,10010
2023,4,female,20-29,5747
2023,4,female,30-39,6311
2023,4,female,40-49,8219
2023,4,female,50-59,8609
2023,4,female,60-69,7473
2023,4,female,70-79,8733
2023,4,female,over_80,7884
2023,4,female,under_19,9514
2023,4,male,20-29,6004
2023,4,male,30-39,6558
2023,4,male,40-49,8497
2023,4,male,50-59,8755
2023,4,male,60-69,7227
2023,4,male,70-79,7499
2023,4,male,over_80,4550
2023,4,male,under_19,9999
2023,5,female,20-29,5743
2023,5,female,30-39,6297
2023,5,female,40-49,8193
2023,5,female,50-59,8621
2023,5,female,60-69,7470
2023,5,female,70-79,8731
2023,5,female,over_80,7898
2023,5,female,under_19,9495
2023,5,male,20-29,6000
2023,5,male,30-39,6544
2023,5,male,40-49,8472
2023,5,male,50-59,8770
2023,5,male,60-69,7227
2023,5,male,70-79,7499
2023,5,male,over_80,4561
2023,5,male,under_19,9978
2023,6,female,20-29,5742
2023,6,female,30-39,6284
2023,6,female,40-49,8172
2023,6,female,50-59,8642
2023,6,female,60-69,7468
2023,6,female,70-79,8734
2023,6,female,over_80,7903
2023,6,female,under_19,9481
2023,6,male,20-29,6000
2023,6,male,30-39,6532
2023,6,male,40-49,8448
2023,6,male,50-59,8791
2023,6,male,60-69,7225
2023,6,male,70-79,7501
2023,6,male,over_80,4565
2023,6,male,under_19,9963
2023,7,female,20-29,5741
2023,7,female,30-39,6275
2023,7,female,40-49,8158
2023,7,female,50-59,8667
2023,7,female,60-69,7464
2023,7,female,70-79,8735
2023,7,female,over_80,7909
2023,7,female,under_19,9479
2023,7,male,20-29,5999
2023,7,male,30-39,6521
2023,7,male,40-49,8427
2023,7,male,50-59,8814
2023,7,male,60-69,7223
2023,7,male,70-79,7502
2023,7,male,over_80,4569
2023,7,male,under_19,9959
2023,8,female,20-29,5741
2023,8,female,30-39,6262
2023,8,female,40-49,8138
2023,8,female,50-59,8691
2023,8,female,60-69,7458
2023,8,female,70-79,8734
2023,8,female,over_80,7922
2023,8,female,under_19,9466
2023,8,male,20-29,5997
2023,8,male,30-39,6509
2023,8,male,40-49,8406
2023,8,male,50-59,8840
2023,8,male,60-69,7219
2023,8,male,70-79,7502
2023,8,male,over_80,4579
2023,8,male,under_19,9945
2023,9,female,20-29,5730
2023,9,female,30-39,6244
2023,9,female,40-49,8104
2023,9,female,50-59,8708
2023,9,female,60-69,7451
2023,9,female,70-79,8726
2023,9,female,over_80,7937
2023,9,female,under_19,9431
2023,9,male,20-29,5989
2023,9,male,30-39,6495
2023,9,male,40-49,8381
2023,9,male,50-59,8861
2023,9,male,60-69,7215
2023,9,male,70-79,7496
2023,9,male,over_80,4592
2023,9,male,under_19,9911
2023,10,female,20-29,5720
2023,10,female,30-39,6232
2023,10,female,40-49,8082
2023,10,female,50-59,8726
2023,10,female,60-69,7448
2023,10,female,70-79,8715
2023,10,female,over_80,7956
2023,10,female,under_19,9414
2023,10,male,20-29,5983
2023,10,male,30-39,6481
2023,10,male,40-49,8362
2023,10,male,50-59,8883
2023,10,male,60-69,7215
2023,10,male,70-79,7486
2023,10,male,over_80,4603
2023,10,male,under_19,9890
