year,city,age_group,application
2019,Fukuoka,20-29,39067
2019,Fukuoka,30-39,25244
2019,Fukuoka,40-49,26263
2019,Fukuoka,50-59,22075
2019,Fukuoka,60-69,18821
2019,Fukuoka,70-79,9838
2019,Fukuoka,over_80,1720
2019,Fukuoka,under_19,45827
2019,Fukui,20-29,4566
2019,Fukui,30-39,2791
2019,Fukui,40-49,2679
2019,Fukui,50-59,2708
2019,Fukui,60-69,2406
2019,Fukui,70-79,1106
2019,Fukui,over_80,193
2019,Fukui,under_19,4381
2019,Ehime,20-29,6193
2019,Ehime,30-39,3699
2019,Ehime,40-49,3946
2019,Ehime,50-59,3928
2019,Ehime,60-69,3522
2019,Ehime,70-79,1829
2019,Ehime,over_80,283
2019,Ehime,under_19,6247
2019,Chiba,20-29,47044
2019,Chiba,30-39,30194
2019,Chiba,40-49,34972
2019,Chiba,50-59,30741
2019,Chiba,60-69,25372
2019,Chiba,70-79,16152
2019,Chiba,over_80,2618
2019,Chiba,under_19,55303
2019,Aomori,20-29,3467
2019,Aomori,30-39,2219
2019,Aomori,40-49,2263
2019,Aomori,50-59,2321
2019,Aomori,60-69,2503
2019,Aomori,70-79,987
2019,Aomori,over_80,178
2019,Aomori,under_19,3380
2019,Akita,20-29,2570
2019,Akita,30-39,1590
2019,Akita,40-49,1554
2019,Akita,50-59,1868
2019,Akita,60-69,2051
2019,Akita,70-79,835
2019,Akita,over_80,112
2019,Akita,under_19,2440
2019,Aichi,20-29,63360
2019,Aichi,30-39,40320
2019,Aichi,40-49,42824
2019,Aichi,50-59,36927
2019,Aichi,60-69,27149
2019,Aichi,70-79,14967
2019,Aichi,over_80,2301
2019,Aichi,under_19,67526
2018,Yamanashi,20-29,4850
2018,Yamanashi,30-39,2637
2018,Yamanashi,40-49,2757
2018,Yamanashi,50-59,2890
2018,Yamanashi,60-69,2727
2018,Yamanashi,70-79,1276
2018,Yamanashi,over_80,200
2018,Yamanashi,under_19,4685
2018,Yamaguchi,20-29,6249
2018,Yamaguchi,30-39,3632
2018,Yamaguchi,40-49,3861
2018,Yamaguchi,50-59,3535
2018,Yamaguchi,60-69,3748
2018,Yamaguchi,70-79,1899
2018,Yamaguchi,over_80,334
2018,Yamaguchi,under_19,5907
2018,Yamagata,20-29,3952
2018,Yamagata,30-39,2474
2018,Yamagata,40-49,2210
2018,Yamagata,50-59,2533
2018,Yamagata,60-69,2548
2018,Yamagata,70-79,960
2018,Yamagata,over_80,126
2018,Yamagata,under_19,4263
2018,Wakayama,20-29,5040
2018,Wakayama,30-39,3026
2018,Wakayama,40-49,3141
2018,Wakayama,50-59,3089
2018,Wakayama,60-69,2810
2018,Wakayama,70-79,1161
2018,Wakayama,over_80,202
2018,Wakayama,under_19,5262
2018,Toyama,20-29,5694
2018,Toyama,30-39,3332
2018,Toyama,40-49,3532
2018,Toyama,50-59,3281
2018,Toyama,60-69,3142
2018,Toyama,70-79,1506
2018,Toyama,over_80,250
2018,Toyama,under_19,5146
2018,Tottori,20-29,2395
2018,Tottori,30-39,1462
2018,Tottori,40-49,1499
2018,Tottori,50-59,1468
2018,Tottori,60-69,1517
2018,Tottori,70-79,570
2018,Tottori,over_80,110
2018,Tottori,under_19,2668
2018,Tokyo,20-29,146458
2018,Tokyo,30-39,121836
2018,Tokyo,40-49,116761
2018,Tokyo,50-59,91132
2018,Tokyo,60-69,60180
2018,Tokyo,70-79,35263
2018,Tokyo,over_80,7782
2018,Tokyo,under_19,156784
2018,Tokushima,20-29,3502
2018,Tokushima,30-39,2078
2018,Tokushima,40-49,2002
2018,Tokushima,50-59,2052
2018,Tokushima,60-69,1939
2018,Tokushima,70-79,820
2018,Tokushima,over_80,149
2018,Tokushima,under_19,3018
2018,Tochigi,20-29,10240
2018,Tochigi,30-39,6952
2018,Tochigi,40-49,6793
2018,Tochigi,50-59,6055
2018,Tochigi,60-69,5654
2018,Tochigi,70-79,2325
2018,Tochigi,over_80,393
2018,Tochigi,under_19,9671
2018,Shizuoka,20-29,20672
2018,Shizuoka,30-39,13949
2018,Shizuoka,40-49,14180
2018,Shizuoka,50-59,13008
2018,Shizuoka,60-69,12088
2018,Shizuoka,70-79,5871
2018,Shizuoka,over_80,1018
2018,Shizuoka,under_19,26312
2018,Shimane,20-29,2547
2018,Shimane,30-39,1382
2018,Shimane,40-49,1344
2018,Shimane,50-59,1326
2018,Shimane,60-69,1524
2018,Shimane,70-79,594
2018,Shimane,over_80,103
2018,Shimane,under_19,2299
2018,Shiga,20-29,11030
2018,Shiga,30-39,6370
2018,Shiga,40-49,7138
2018,Shiga,50-59,5949
2018,Shiga,60-69,4738
2018,Shiga,70-79,2123
2018,Shiga,over_80,298
2018,Shiga,under_19,13269
2018,Saitama,20-29,53809
2018,Saitama,30-39,33193
2018,Saitama,40-49,35459
2018,Saitama,50-59,29858
2018,Saitama,60-69,24618
2018,Saitama,70-79,13037
2018,Saitama,over_80,1924
2018,Saitama,under_19,55866
2018,Saga,20-29,4593
2018,Saga,30-39,2804
2018,Saga,40-49,2658
2018,Saga,50-59,2572
2018,Saga,60-69,2509
2018,Saga,70-79,1029
2018,Saga,over_80,197
2018,Saga,under_19,4311
2018,Osaka,20-29,75581
2018,Osaka,30-39,47567
2018,Osaka,40-49,51599
2018,Osaka,50-59,40599
2018,Osaka,60-69,29875
2018,Osaka,70-79,16785
2018,Osaka,over_80,3167
2018,Osaka,under_19,84945
2018,Okinawa,20-29,9049
2018,Okinawa,30-39,6894
2018,Okinawa,40-49,7346
2018,Okinawa,50-59,6393
2018,Okinawa,60-69,5337
2018,Okinawa,70-79,2152
2018,Okinawa,over_80,490
2018,Okinawa,under_19,11873
2018,Okayama,20-29,11104
2018,Okayama,30-39,6255
2018,Okayama,40-49,6203
2018,Okayama,50-59,5553
2018,Okayama,60-69,5118
2018,Okayama,70-79,2513
2018,Okayama,over_80,480
2018,Okayama,under_19,10186
2018,Oita,20-29,5424
2018,Oita,30-39,3176
2018,Oita,40-49,3415
2018,Oita,50-59,3146
2018,Oita,60-69,3130
2018,Oita,70-79,1384
2018,Oita,over_80,231
2018,Oita,under_19,5566
2018,Niigata,20-29,9337
2018,Niigata,30-39,5520
2018,Niigata,40-49,5230
2018,Niigata,50-59,5110
2018,Niigata,60-69,5443
2018,Niigata,70-79,2115
2018,Niigata,over_80,325
2018,Niigata,under_19,11393
2018,Nara,20-29,9800
2018,Nara,30-39,5406
2018,Nara,40-49,6390
2018,Nara,50-59,6115
2018,Nara,60-69,5753
2018,Nara,70-79,3235
2018,Nara,over_80,530
2018,Nara,under_19,10781
2018,Nagasaki,20-29,5810
2018,Nagasaki,30-39,3545
2018,Nagasaki,40-49,3572
2018,Nagasaki,50-59,3548
2018,Nagasaki,60-69,3427
2018,Nagasaki,70-79,1580
2018,Nagasaki,over_80,321
2018,Nagasaki,under_19,7324
2018,Nagano,20-29,9731
2018,Nagano,30-39,6538
2018,Nagano,40-49,6865
2018,Nagano,50-59,6579
2018,Nagano,60-69,6493
2018,Nagano,70-79,3394
2018,Nagano,over_80,530
2018,Nagano,under_19,11167
2018,Miyazaki,20-29,3668
2018,Miyazaki,30-39,2430
2018,Miyazaki,40-49,2541
2018,Miyazaki,50-59,2684
2018,Miyazaki,60-69,2721
2018,Miyazaki,70-79,1078
2018,Miyazaki,over_80,232
2018,Miyazaki,under_19,4442
2018,Miyagi,20-29,12049
2018,Miyagi,30-39,7366
2018,Miyagi,40-49,6899
2018,Miyagi,50-59,6076
2018,Miyagi,60-69,5676
2018,Miyagi,70-79,2323
2018,Miyagi,over_80,384
2018,Miyagi,under_19,10505
2018,Mie,20-29,11357
2018,Mie,30-39,6829
2018,Mie,40-49,7704
2018,Mie,50-59,6727
2018,Mie,60-69,5957
2018,Mie,70-79,2718
2018,Mie,over_80,385
2018,Mie,under_19,10433
2018,Kyoto,20-29,22889
2018,Kyoto,30-39,12323
2018,Kyoto,40-49,13708
2018,Kyoto,50-59,11319
2018,Kyoto,60-69,9315
2018,Kyoto,70-79,5300
2018,Kyoto,over_80,949
2018,Kyoto,under_19,25120
2018,Kumamoto,20-29,9379
2018,Kumamoto,30-39,5912
2018,Kumamoto,40-49,5991
2018,Kumamoto,50-59,5723
2018,Kumamoto,60-69,5339
2018,Kumamoto,70-79,2313
2018,Kumamoto,over_80,483
2018,Kumamoto,under_19,10144
2018,Kochi,20-29,2453
2018,Kochi,30-39,1583
2018,Kochi,40-49,1754
2018,Kochi,50-59,1636
2018,Kochi,60-69,1700
2018,Kochi,70-79,773
2018,Kochi,over_80,138
2018,Kochi,under_19,2478
2018,Kanagawa,20-29,78860
2018,Kanagawa,30-39,54241
2018,Kanagawa,40-49,61831
2018,Kanagawa,50-59,52935
2018,Kanagawa,60-69,38238
2018,Kanagawa,70-79,22733
2018,Kanagawa,over_80,4433
2018,Kanagawa,under_19,88631
2018,Kagoshima,20-29,6016
2018,Kagoshima,30-39,3860
2018,Kagoshima,40-49,3623
2018,Kagoshima,50-59,3773
2018,Kagoshima,60-69,3695
2018,Kagoshima,70-79,1515
2018,Kagoshima,over_80,320
2018,Kagoshima,under_19,5624
2018,Kagawa,20-29,4797
2018,Kagawa,30-39,3211
2018,Kagawa,40-49,3336
2018,Kagawa,50-59,2948
2018,Kagawa,60-69,2874
2018,Kagawa,70-79,1309
2018,Kagawa,over_80,264
2018,Kagawa,under_19,4684
2018,Iwate,20-29,3590
2018,Iwate,30-39,2352
2018,Iwate,40-49,2309
2018,Iwate,50-59,2379
2018,Iwate,60-69,2405
2018,Iwate,70-79,923
2018,Iwate,over_80,164
2018,Iwate,under_19,3578
2018,Ishikawa,20-29,7461
2018,Ishikawa,30-39,4256
2018,Ishikawa,40-49,4256
2018,Ishikawa,50-59,3729
2018,Ishikawa,60-69,3532
2018,Ishikawa,70-79,1670
2018,Ishikawa,over_80,288
2018,Ishikawa,under_19,7092
2018,Ibaraki,20-29,15929
2018,Ibaraki,30-39,9885
2018,Ibaraki,40-49,10500
2018,Ibaraki,50-59,9571
2018,Ibaraki,60-69,9160
2018,Ibaraki,70-79,4205
2018,Ibaraki,over_80,579
2018,Ibaraki,under_19,17556
2018,Hyogo,20-29,41109
2018,Hyogo,30-39,25296
2018,Hyogo,40-49,29200
2018,Hyogo,50-59,26129
2018,Hyogo,60-69,21298
2018,Hyogo,70-79,11234
2018,Hyogo,over_80,2093
2018,Hyogo,under_19,48522
2018,Hokkaido,20-29,23672
2018,Hokkaido,30-39,15583
2018,Hokkaido,40-49,15981
2018,Hokkaido,50-59,15032
2018,Hokkaido,60-69,13804
2018,Hokkaido,70-79,5732
2018,Hokkaido,over_80,1158
2018,Hokkaido,under_19,20831
2018,Hiroshima,20-29,16426
2018,Hiroshima,30-39,9763
2018,Hiroshima,40-49,10194
2018,Hiroshima,50-59,8860
2018,Hiroshima,60-69,8232
2018,Hiroshima,70-79,4171
2018,Hiroshima,over_80,683
2018,Hiroshima,under_19,17868
2018,Gunma,20-29,10554
2018,Gunma,30-39,5875
2018,Gunma,40-49,6346
2018,Gunma,50-59,5826
2018,Gunma,60-69,5425
2018,Gunma,70-79,2456
2018,Gunma,over_80,360
2018,Gunma,under_19,11196
2018,Gifu,20-29,12949
2018,Gifu,30-39,7303
2018,Gifu,40-49,7992
2018,Gifu,50-59,7802
2018,Gifu,60-69,6970
2018,Gifu,70-79,3165
2018,Gifu,over_80,484
2018,Gifu,under_19,12156
2018,Fukushima,20-29,6877
2018,Fukushima,30-39,4339
2018,Fukushima,40-49,4208
2018,Fukushima,50-59,4627
2018,Fukushima,60-69,4661
2018,Fukushima,70-79,1815
2018,Fukushima,over_80,325
2018,Fukushima,under_19,7595
2018,Fukuoka,20-29,38420
2018,Fukuoka,30-39,25087
2018,Fukuoka,40-49,25492
2018,Fukuoka,50-59,20441
2018,Fukuoka,60-69,17913
2018,Fukuoka,70-79,8254
2018,Fukuoka,over_80,1618
2018,Fukuoka,under_19,42745
2018,Fukui,20-29,4691
2018,Fukui,30-39,2751
2018,Fukui,40-49,2748
2018,Fukui,50-59,2669
2018,Fukui,60-69,2394
2018,Fukui,70-79,1003
2018,Fukui,over_80,180
2018,Fukui,under_19,4152
2018,Ehime,20-29,5736
2018,Ehime,30-39,3406
2018,Ehime,40-49,3444
2018,Ehime,50-59,3431
2018,Ehime,60-69,3263
2018,Ehime,70-79,1440
2018,Ehime,over_80,233
2018,Ehime,under_19,5501
2018,Chiba,20-29,45941
2018,Chiba,30-39,30208
2018,Chiba,40-49,34020
2018,Chiba,50-59,29430
2018,Chiba,60-69,25823
2018,Chiba,70-79,14946
2018,Chiba,over_80,2407
2018,Chiba,under_19,51757
2018,Aomori,20-29,3328
2018,Aomori,30-39,2249
2018,Aomori,40-49,2271
2018,Aomori,50-59,2304
2018,Aomori,60-69,2224
2018,Aomori,70-79,816
2018,Aomori,over_80,169
2018,Aomori,under_19,3204
2018,Akita,20-29,2429
2018,Akita,30-39,1607
2018,Akita,40-49,1454
2018,Akita,50-59,1710
2018,Akita,60-69,1905
2018,Akita,70-79,647
2018,Akita,over_80,111
2018,Akita,under_19,2372
2018,Aichi,20-29,60966
2018,Aichi,30-39,39389
2018,Aichi,40-49,41471
2018,Aichi,50-59,34835
2018,Aichi,60-69,26291
2018,Aichi,70-79,13107
2018,Aichi,over_80,2110
2018,Aichi,under_19,62084
2017,Yamanashi,20-29,4656
2017,Yamanashi,30-39,2655
2017,Yamanashi,40-49,2692
2017,Yamanashi,50-59,2800
2017,Yamanashi,60-69,2858
2017,Yamanashi,70-79,1158
2017,Yamanashi,over_80,204
2017,Yamanashi,under_19,4380
2017,Yamaguchi,20-29,5686
2017,Yamaguchi,30-39,3444
2017,Yamaguchi,40-49,3579
2017,Yamaguchi,50-59,3337
2017,Yamaguchi,60-69,3539
2017,Yamaguchi,70-79,1558
2017,Yamaguchi,over_80,308
2017,Yamaguchi,under_19,4983
2017,Yamagata,20-29,3697
2017,Yamagata,30-39,2342
2017,Yamagata,40-49,2120
2017,Yamagata,50-59,2346
2017,Yamagata,60-69,2389
2017,Yamagata,70-79,742
2017,Yamagata,over_80,141
2017,Yamagata,under_19,4027
2017,Wakayama,20-29,4819
2017,Wakayama,30-39,2798
2017,Wakayama,40-49,2912
2017,Wakayama,50-59,2916
2017,Wakayama,60-69,2706
2017,Wakayama,70-79,1017
2017,Wakayama,over_80,215
2017,Wakayama,under_19,4641
2017,Toyama,20-29,5585
2017,Toyama,30-39,3650
2017,Toyama,40-49,3578
2017,Toyama,50-59,3202
2017,Toyama,60-69,3247
2017,Toyama,70-79,1286
2017,Toyama,over_80,260
2017,Toyama,under_19,4906
2017,Tottori,20-29,2122
2017,Tottori,30-39,1453
2017,Tottori,40-49,1364
2017,Tottori,50-59,1277
2017,Tottori,60-69,1388
2017,Tottori,70-79,532
2017,Tottori,over_80,87
2017,Tottori,under_19,2099
2017,Tokyo,20-29,140795
2017,Tokyo,30-39,121841
2017,Tokyo,40-49,111824
2017,Tokyo,50-59,83769
2017,Tokyo,60-69,59003
2017,Tokyo,70-79,31167
2017,Tokyo,over_80,7262
2017,Tokyo,under_19,150429
2017,Tokushima,20-29,3168
2017,Tokushima,30-39,2059
2017,Tokushima,40-49,2027
2017,Tokushima,50-59,1861
2017,Tokushima,60-69,1930
2017,Tokushima,70-79,686
2017,Tokushima,over_80,131
2017,Tokushima,under_19,2721
2017,Tochigi,20-29,9619
2017,Tochigi,30-39,7148
2017,Tochigi,40-49,6607
2017,Tochigi,50-59,5757
2017,Tochigi,60-69,5514
2017,Tochigi,70-79,2012
2017,Tochigi,over_80,333
2017,Tochigi,under_19,9028
2017,Shizuoka,20-29,19828
2017,Shizuoka,30-39,14264
2017,Shizuoka,40-49,14018
2017,Shizuoka,50-59,12429
2017,Shizuoka,60-69,12316
2017,Shizuoka,70-79,5301
2017,Shizuoka,over_80,934
2017,Shizuoka,under_19,25172
2017,Shimane,20-29,2279
2017,Shimane,30-39,1453
2017,Shimane,40-49,1233
2017,Shimane,50-59,1302
2017,Shimane,60-69,1400
2017,Shimane,70-79,552
2017,Shimane,over_80,117
2017,Shimane,under_19,1980
2017,Shiga,20-29,10185
2017,Shiga,30-39,6266
2017,Shiga,40-49,6512
2017,Shiga,50-59,5347
2017,Shiga,60-69,4609
2017,Shiga,70-79,1878
2017,Shiga,over_80,235
2017,Shiga,under_19,11444
2017,Saitama,20-29,51492
2017,Saitama,30-39,33114
2017,Saitama,40-49,33914
2017,Saitama,50-59,28280
2017,Saitama,60-69,24800
2017,Saitama,70-79,11226
2017,Saitama,over_80,1706
2017,Saitama,under_19,54667
2017,Saga,20-29,4010
2017,Saga,30-39,2400
2017,Saga,40-49,2282
2017,Saga,50-59,2192
2017,Saga,60-69,2169
2017,Saga,70-79,773
2017,Saga,over_80,158
2017,Saga,under_19,3782
2017,Osaka,20-29,69220
2017,Osaka,30-39,46274
2017,Osaka,40-49,48539
2017,Osaka,50-59,37045
2017,Osaka,60-69,30501
2017,Osaka,70-79,15123
2017,Osaka,over_80,2818
2017,Osaka,under_19,78808
2017,Okinawa,20-29,8334
2017,Okinawa,30-39,6952
2017,Okinawa,40-49,6710
2017,Okinawa,50-59,5771
2017,Okinawa,60-69,5077
2017,Okinawa,70-79,1716
2017,Okinawa,over_80,458
2017,Okinawa,under_19,12151
2017,Okayama,20-29,10371
2017,Okayama,30-39,6218
2017,Okayama,40-49,5952
2017,Okayama,50-59,5204
2017,Okayama,60-69,5102
2017,Okayama,70-79,2227
2017,Okayama,over_80,424
2017,Okayama,under_19,9353
2017,Oita,20-29,4751
2017,Oita,30-39,2854
2017,Oita,40-49,2775
2017,Oita,50-59,2725
2017,Oita,60-69,2715
2017,Oita,70-79,1082
2017,Oita,over_80,233
2017,Oita,under_19,5058
2017,Niigata,20-29,8848
2017,Niigata,30-39,5526
2017,Niigata,40-49,4895
2017,Niigata,50-59,4910
2017,Niigata,60-69,5285
2017,Niigata,70-79,1897
2017,Niigata,over_80,302
2017,Niigata,under_19,10724
2017,Nara,20-29,9469
2017,Nara,30-39,5595
2017,Nara,40-49,6133
2017,Nara,50-59,5637
2017,Nara,60-69,5749
2017,Nara,70-79,2913
2017,Nara,over_80,505
2017,Nara,under_19,9987
2017,Nagasaki,20-29,5317
2017,Nagasaki,30-39,3335
2017,Nagasaki,40-49,3076
2017,Nagasaki,50-59,3086
2017,Nagasaki,60-69,3098
2017,Nagasaki,70-79,1265
2017,Nagasaki,over_80,327
2017,Nagasaki,under_19,6695
2017,Nagano,20-29,9474
2017,Nagano,30-39,6581
2017,Nagano,40-49,6444
2017,Nagano,50-59,6191
2017,Nagano,60-69,6523
2017,Nagano,70-79,2888
2017,Nagano,over_80,438
2017,Nagano,under_19,10308
2017,Miyazaki,20-29,3319
2017,Miyazaki,30-39,2352
2017,Miyazaki,40-49,2129
2017,Miyazaki,50-59,2194
2017,Miyazaki,60-69,2555
2017,Miyazaki,70-79,888
2017,Miyazaki,over_80,213
2017,Miyazaki,under_19,4114
2017,Miyagi,20-29,11465
2017,Miyagi,30-39,7201
2017,Miyagi,40-49,6557
2017,Miyagi,50-59,5841
2017,Miyagi,60-69,5865
2017,Miyagi,70-79,2018
2017,Miyagi,over_80,396
2017,Miyagi,under_19,9510
2017,Mie,20-29,10961
2017,Mie,30-39,6734
2017,Mie,40-49,7113
2017,Mie,50-59,6209
2017,Mie,60-69,6009
2017,Mie,70-79,2288
2017,Mie,over_80,375
2017,Mie,under_19,9663
2017,Kyoto,20-29,21710
2017,Kyoto,30-39,12277
2017,Kyoto,40-49,12942
2017,Kyoto,50-59,10220
2017,Kyoto,60-69,9158
2017,Kyoto,70-79,4607
2017,Kyoto,over_80,852
2017,Kyoto,under_19,23858
2017,Kumamoto,20-29,8754
2017,Kumamoto,30-39,5860
2017,Kumamoto,40-49,5333
2017,Kumamoto,50-59,5271
2017,Kumamoto,60-69,5168
2017,Kumamoto,70-79,1954
2017,Kumamoto,over_80,434
2017,Kumamoto,under_19,9297
2017,Kochi,20-29,2189
2017,Kochi,30-39,1497
2017,Kochi,40-49,1574
2017,Kochi,50-59,1530
2017,Kochi,60-69,1539
2017,Kochi,70-79,639
2017,Kochi,over_80,131
2017,Kochi,under_19,2038
2017,Kanagawa,20-29,76354
2017,Kanagawa,30-39,54853
2017,Kanagawa,40-49,60067
2017,Kanagawa,50-59,49476
2017,Kanagawa,60-69,39023
2017,Kanagawa,70-79,20002
2017,Kanagawa,over_80,3789
2017,Kanagawa,under_19,85936
2017,Kagoshima,20-29,5325
2017,Kagoshima,30-39,3803
2017,Kagoshima,40-49,3206
2017,Kagoshima,50-59,3329
2017,Kagoshima,60-69,3581
2017,Kagoshima,70-79,1288
2017,Kagoshima,over_80,302
2017,Kagoshima,under_19,4918
2017,Kagawa,20-29,4368
2017,Kagawa,30-39,2854
2017,Kagawa,40-49,2978
2017,Kagawa,50-59,2583
2017,Kagawa,60-69,2678
2017,Kagawa,70-79,1096
2017,Kagawa,over_80,222
2017,Kagawa,under_19,4025
2017,Iwate,20-29,3369
2017,Iwate,30-39,2270
2017,Iwate,40-49,2226
2017,Iwate,50-59,2266
2017,Iwate,60-69,2270
2017,Iwate,70-79,797
2017,Iwate,over_80,160
2017,Iwate,under_19,3257
2017,Ishikawa,20-29,7179
2017,Ishikawa,30-39,4284
2017,Ishikawa,40-49,4086
2017,Ishikawa,50-59,3635
2017,Ishikawa,60-69,3604
2017,Ishikawa,70-79,1385
2017,Ishikawa,over_80,290
2017,Ishikawa,under_19,6693
2017,Ibaraki,20-29,15084
2017,Ibaraki,30-39,9755
2017,Ibaraki,40-49,9828
2017,Ibaraki,50-59,8849
2017,Ibaraki,60-69,8688
2017,Ibaraki,70-79,3551
2017,Ibaraki,over_80,518
2017,Ibaraki,under_19,16887
2017,Hyogo,20-29,38757
2017,Hyogo,30-39,24873
2017,Hyogo,40-49,27614
2017,Hyogo,50-59,23921
2017,Hyogo,60-69,21339
2017,Hyogo,70-79,9937
2017,Hyogo,over_80,2022
2017,Hyogo,under_19,44501
2017,Hokkaido,20-29,22945
2017,Hokkaido,30-39,15466
2017,Hokkaido,40-49,14864
2017,Hokkaido,50-59,14250
2017,Hokkaido,60-69,13891
2017,Hokkaido,70-79,5394
2017,Hokkaido,over_80,1061
2017,Hokkaido,under_19,19295
2017,Hiroshima,20-29,14964
2017,Hiroshima,30-39,9364
2017,Hiroshima,40-49,9377
2017,Hiroshima,50-59,7947
2017,Hiroshima,60-69,7904
2017,Hiroshima,70-79,3599
2017,Hiroshima,over_80,650
2017,Hiroshima,under_19,16298
2017,Gunma,20-29,9853
2017,Gunma,30-39,5964
2017,Gunma,40-49,6000
2017,Gunma,50-59,5388
2017,Gunma,60-69,5440
2017,Gunma,70-79,2062
2017,Gunma,over_80,306
2017,Gunma,under_19,10626
2017,Gifu,20-29,12420
2017,Gifu,30-39,7435
2017,Gifu,40-49,7618
2017,Gifu,50-59,7224
2017,Gifu,60-69,6620
2017,Gifu,70-79,2578
2017,Gifu,over_80,453
2017,Gifu,under_19,11593
2017,Fukushima,20-29,6766
2017,Fukushima,30-39,4489
2017,Fukushima,40-49,4238
2017,Fukushima,50-59,4558
2017,Fukushima,60-69,4617
2017,Fukushima,70-79,1524
2017,Fukushima,over_80,284
2017,Fukushima,under_19,7394
2017,Fukuoka,20-29,34701
2017,Fukuoka,30-39,22268
2017,Fukuoka,40-49,21500
2017,Fukuoka,50-59,17368
2017,Fukuoka,60-69,16003
2017,Fukuoka,70-79,6785
2017,Fukuoka,over_80,1392
2017,Fukuoka,under_19,37119
2017,Fukui,20-29,4442
2017,Fukui,30-39,2733
2017,Fukui,40-49,2521
2017,Fukui,50-59,2432
2017,Fukui,60-69,2302
2017,Fukui,70-79,882
2017,Fukui,over_80,167
2017,Fukui,under_19,4037
2017,Ehime,20-29,5140
2017,Ehime,30-39,3315
2017,Ehime,40-49,3202
2017,Ehime,50-59,3189
2017,Ehime,60-69,3191
2017,Ehime,70-79,1252
2017,Ehime,over_80,234
2017,Ehime,under_19,4702
2017,Chiba,20-29,44349
2017,Chiba,30-39,30384
2017,Chiba,40-49,33135
2017,Chiba,50-59,27395
2017,Chiba,60-69,26109
2017,Chiba,70-79,13297
2017,Chiba,over_80,2133
2017,Chiba,under_19,49121
2017,Aomori,20-29,3186
2017,Aomori,30-39,2139
2017,Aomori,40-49,1979
2017,Aomori,50-59,2159
2017,Aomori,60-69,2130
2017,Aomori,70-79,753
2017,Aomori,over_80,141
2017,Aomori,under_19,2909
2017,Akita,20-29,2358
2017,Akita,30-39,1485
2017,Akita,40-49,1404
2017,Akita,50-59,1658
2017,Akita,60-69,1741
2017,Akita,70-79,606
2017,Akita,over_80,108
2017,Akita,under_19,2256
2017,Aichi,20-29,57044
2017,Aichi,30-39,38747
2017,Aichi,40-49,39682
2017,Aichi,50-59,31654
2017,Aichi,60-69,25974
2017,Aichi,70-79,11410
2017,Aichi,over_80,1924
2017,Aichi,under_19,57377
2016,Yamanashi,20-29,4423
2016,Yamanashi,30-39,2786
2016,Yamanashi,40-49,2571
2016,Yamanashi,50-59,2517
2016,Yamanashi,60-69,2598
2016,Yamanashi,70-79,891
2016,Yamanashi,over_80,158
2016,Yamanashi,under_19,4178
2016,Yamaguchi,20-29,5393
2016,Yamaguchi,30-39,3361
2016,Yamaguchi,40-49,3433
2016,Yamaguchi,50-59,3289
2016,Yamaguchi,60-69,3446
2016,Yamaguchi,70-79,1438
2016,Yamaguchi,over_80,327
2016,Yamaguchi,under_19,5233
2016,Yamagata,20-29,3656
2016,Yamagata,30-39,2429
2016,Yamagata,40-49,2007
2016,Yamagata,50-59,2302
2016,Yamagata,60-69,2213
2016,Yamagata,70-79,639
2016,Yamagata,over_80,99
2016,Yamagata,under_19,4143
2016,Wakayama,20-29,4572
2016,Wakayama,30-39,2876
2016,Wakayama,40-49,2705
2016,Wakayama,50-59,2880
2016,Wakayama,60-69,2502
2016,Wakayama,70-79,875
2016,Wakayama,over_80,176
2016,Wakayama,under_19,4370
2016,Toyama,20-29,5091
2016,Toyama,30-39,3356
2016,Toyama,40-49,3202
2016,Toyama,50-59,2896
2016,Toyama,60-69,3108
2016,Toyama,70-79,1148
2016,Toyama,over_80,203
2016,Toyama,under_19,4549
2016,Tottori,20-29,2086
2016,Tottori,30-39,1427
2016,Tottori,40-49,1292
2016,Tottori,50-59,1326
2016,Tottori,60-69,1351
2016,Tottori,70-79,465
2016,Tottori,over_80,95
2016,Tottori,under_19,2306
2016,Tokyo,20-29,134108
2016,Tokyo,30-39,119123
2016,Tokyo,40-49,103225
2016,Tokyo,50-59,73668
2016,Tokyo,60-69,56435
2016,Tokyo,70-79,27255
2016,Tokyo,over_80,6490
2016,Tokyo,under_19,142777
2016,Tokushima,20-29,3080
2016,Tokushima,30-39,1938
2016,Tokushima,40-49,1708
2016,Tokushima,50-59,1651
2016,Tokushima,60-69,1756
2016,Tokushima,70-79,565
2016,Tokushima,over_80,110
2016,Tokushima,under_19,2380
2016,Tochigi,20-29,9505
2016,Tochigi,30-39,7135
2016,Tochigi,40-49,6380
2016,Tochigi,50-59,5647
2016,Tochigi,60-69,5326
2016,Tochigi,70-79,1780
2016,Tochigi,over_80,277
2016,Tochigi,under_19,8995
2016,Shizuoka,20-29,18923
2016,Shizuoka,30-39,13890
2016,Shizuoka,40-49,12843
2016,Shizuoka,50-59,11389
2016,Shizuoka,60-69,11713
2016,Shizuoka,70-79,4525
2016,Shizuoka,over_80,820
2016,Shizuoka,under_19,22942
2016,Shimane,20-29,2215
2016,Shimane,30-39,1331
2016,Shimane,40-49,1139
2016,Shimane,50-59,1255
2016,Shimane,60-69,1351
2016,Shimane,70-79,411
2016,Shimane,over_80,63
2016,Shimane,under_19,2017
2016,Shiga,20-29,9974
2016,Shiga,30-39,6335
